reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
TRP20,LIMALP+NO,0.64000*VTRPN+0.36000*NO2+0.36000*HO2+0.36000*HCHO+0.36000*PAA,2.7000E-12*exp(3.6000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"1. Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
2. The following characteristics of monoterpene aldehyde derived peroxy radical (PINALP and LIMALP) reactions are based on Wennberg et al. (2018): a) Nitrate (CRACMM species TRPN) branching ratio from reaction with NO; b) Rate of reaction with HO2; c) Yield of peroxide (CRACMM species OPB) from reaction with HO2
3. Products of LIMALP reaction with NO and HO2 that do not go to TRPN or OPB, respectively, are expected to form a peroxy acid (mapped to CRACMM species PAA) and formaldehyde (CRACMM species HCHO)"
R191,ACO3+NO,MO2+NO2,8.1000E-12*exp(2.7000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R192,RCO3+NO,ETHP+NO2,8.1000E-12*exp(2.7000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R193,ACTP+NO,ACO3+NO2+HCHO,2.9000E-12*exp(3.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R194,MEKP+NO,0.67000*HO2+NO2+0.33000*HCHO+0.67000*DCB1,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R195,KETP+NO,0.77000*HO2+0.23000*ACO3+0.16000*XO2+NO2+0.46000*ALD+0.54000*MGLY,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R196,MACP+NO,0.65000*MO2+0.35000*ACO3+NO2+0.65000*CO+0.65000*HCHO,2.5400E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R197,MCP+NO,NO2+0.50000*HO2+0.50000*HCHO+HKET,2.5400E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R198,MVKP+NO,0.30000*HO2+0.70000*ACO3+0.70000*XO2+NO2+0.30000*HCHO+0.70000*ALD+0.30000*MGLY,2.5400E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R199,UALP+NO,HO2+NO2+0.61000*CO+0.03000*HCHO+0.27000*ALD+0.18000*GLY+0.70000*KET+0.21000*MGLY,2.5400E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R200,BALP+NO,BAL1+NO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R201,BAL1+NO,BAL2+NO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R202,ADDC+NO,HO2+NO2+0.32000*HKET+0.68000*GLY+0.68000*OP2,2.7000E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R203,MCTP+NO,MCTO+NO2,2.7000E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R204,ORAP+NO,NO2+GLY+HO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R205,OLNN+NO,NO2+HO2+ONIT,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R206,OLND+NO,2.00000*NO2+0.28700*HCHO+1.24000*ALD+0.46400*KET,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R207,ADCN+NO,2.00000*NO2+GLY+OP2,2.7000E-12*exp(3.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R208,XO2+NO,NO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R209,BAL2+NO2,ONIT,2.0000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R210,CHO+NO2,ONIT,2.0000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R211,MCTO+NO2,ONIT,2.0800E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R212,MO2+HO2,OP1,4.1000E-13*exp(7.5000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R213,ETHP+HO2,OP2,7.5000E-13*exp(7.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R214,HC3P+HO2,OP2,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R215,HC5P+HO2,OP2,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R217,ETEP+HO2,OP2,1.9000E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R218,OLTP+HO2,OP2,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R219,OLIP+HO2,OP2,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO32,BENP+HO2,0.60210*OP2+0.39790*VROCN1OXY6,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO42,TOLP+HO2,0.71950*OP2+0.28050*VROCN1OXY6,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO52,XYLP+HO2,0.04820*OP2+0.67470*VOP3+0.27710*VROCP0OXY4,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO62,EBZP+HO2,0.08540*OP2+0.63410*VOP3+0.28050*VROCP0OXY4,2.9100E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R229,APIP1+HO2,0.03900*ACT+0.03900*LIMAL+0.06250*HCHO+0.76200*OPB+0.32250*HO2+0.18850*PINAL+0.23800*HO+0.01050*KET,2.6000E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP21,APIP2+HO2,VHOM,1.5000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP22,APINP1+HO2,0.46100*VTRPN+0.45500*PINAL+0.53900*NO2+0.61950*HO+0.07700*ALD+0.00700*KET+0.00700*HCHO,2.7100E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP23,APINP2+HO2,VHOM,1.5000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R230,LIMP1+HO2,0.90000*OPB+0.10000*LIMAL+0.10000*HO+0.10000*HO2+0.06000*HCHO,2.6000E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP24,LIMP2+HO2,VHOM,1.5000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP25,LIMNP1+HO2,0.77000*VTRPN+0.50000*HO+0.23000*LIMAL+0.23000*NO2+0.27000*HO2,2.7100E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP26,LIMNP2+HO2,VHOM,1.5000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP27,PINALP+HO2,0.75000*OPB+0.25000*HO+0.25000*VHOM,2.7100E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"1. Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
2. The following characteristics of monoterpene aldehyde derived peroxy radical (PINALP and LIMALP) reactions are based on Wennberg et al. (2018): a) Nitrate (CRACMM species TRPN) branching ratio from reaction with NO; b) Rate of reaction with HO2; c) Yield of peroxide (CRACMM species OPB) from reaction with HO2
3. Products of PINALP reaction with NO and HO2 that do not go to TRPN or OPB, respectively, are expected to form a ring-opening peroxy radical that undergoes autoxidation which is mapped to CRACMM species HOM."
TRP28,LIMALP+HO2,0.90000*OPB+0.10000*HO+0.10000*HO2+0.10000*HCHO+0.10000*PAA,2.7300E-13*exp(1.3000E+03/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"1. Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
2. The following characteristics of monoterpene aldehyde derived peroxy radical (PINALP and LIMALP) reactions are based on Wennberg et al. (2018): a) Nitrate (CRACMM species TRPN) branching ratio from reaction with NO; b) Rate of reaction with HO2; c) Yield of peroxide (CRACMM species OPB) from reaction with HO2
3. Products of LIMALP reaction with NO and HO2 that do not go to TRPN or OPB, respectively, are expected to form a peroxy acid (mapped to CRACMM species PAA) and formaldehyde (CRACMM species HCHO)"
R231,ACO3+HO2,0.44000*HO+0.44000*MO2+0.15000*ORA2+0.41000*PAA,4.3000E-13*exp(1.0400E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R232,RCO3+HO2,0.44000*HO+0.44000*ETHP+0.15000*ORA2+0.41000*PAA,4.3000E-13*exp(1.0400E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R233,ACTP+HO2,0.15000*HO+0.15000*ACO3+0.15000*HCHO+0.85000*OP2,1.1500E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R234,MEKP+HO2,OP2,1.1500E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R235,KETP+HO2,OP2,1.1500E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R236,MACP+HO2,MAHP,1.8200E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R237,MCP+HO2,MAHP,1.8200E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R238,MVKP+HO2,OP2,2.9100E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R239,UALP+HO2,OP2,2.9100E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R240,ADDC+HO2,OP2,3.7500E-13*exp(9.8000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R241,CHO+HO2,CSL,1.0000E-11,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R242,MCTP+HO2,OP2,3.7500E-13*exp(9.8000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R243,ORAP+HO2,OP2,1.1500E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R244,OLNN+HO2,ONIT,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R245,OLND+HO2,ONIT,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R246,ADCN+HO2,OP2,3.7500E-13*exp(9.8000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R247,XO2+HO2,OP2,1.6600E-13*exp(1.3000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R248,MO2+MO2,0.74000*HO2+1.37000*HCHO+0.63000*MOH,9.5000E-14*exp(3.9000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R249,ETHP+MO2,HO2+0.75000*HCHO+0.75000*ACD+0.25000*MOH+0.25000*EOH,1.1800E-13*exp(1.5800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R250,HC3P+MO2,0.89400*HO2+0.08000*MO2+0.02600*ETHP+0.02600*XO2+0.82700*HCHO+0.19800*ALD+0.49700*KET+0.05000*GLY+0.25000*MOH+0.25000*ROH,9.4600E-14*exp(4.3100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R251,HC5P+MO2,0.84200*HO2+0.01800*MO2+0.14000*ETHP+0.19100*XO2+0.77700*HCHO+0.25100*ALD+0.61800*KET+0.25000*MOH+0.25000*ROH,1.0000E-13*exp(4.6700E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R253,ETEP+MO2,HO2+1.95000*HCHO+0.15000*ALD+0.25000*MOH+0.25000*ETEG,1.7100E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R254,OLTP+MO2,HO2+1.50000*HCHO+0.70500*ALD+0.04500*KET+0.25000*MOH+0.25000*ROH,1.4600E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R255,OLIP+MO2,HO2+0.75000*HCHO+1.28000*ALD+0.21800*KET+0.25000*MOH+0.25000*ROH,9.1800E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO35,BENP+MO2,0.68000*HCHO+1.37000*HO2+0.32000*MOH+0.00000*BALD+GLY+0.50000*FURANONE+0.25000*DCB2+0.25000*DCB3,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO45,TOLP+MO2,0.68000*HCHO+1.28460*HO2+0.32000*MOH+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.36590*FURANONE+0.54880*DCB1,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO55,XYLP+MO2,0.68000*HCHO+1.32180*HO2+0.32000*MOH+0.04820*BALD+0.70430*GLY+0.24750*MGLY+0.35220*FURANONE+0.59960*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO65,EBZP+MO2,0.68000*HCHO+1.28460*HO2+0.32000*MOH+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.45730*FURANONE+0.45730*DCB2,3.5600E-14*exp(7.0800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R264,ISOP+MO2,HO2+1.31000*HCHO+0.15900*MACR+0.25000*MVK+0.25000*MOH+0.25000*ROH+0.02300*ALD+0.01800*GLY+0.01600*HKET,3.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R265,APIP1+MO2,1.02950*HCHO+0.22050*LIMAL+0.27300*PINAL+0.23850*ALD+0.08450*OPB+0.11050*MOH+0.18350*KET+0.06700*ACT+1.27900*HO2,2.0000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP29,APIP2+MO2,HO2+0.75000*HCHO+0.25000*MOH+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP30,APINP1+MO2,0.34100*VTRPN+0.96400*HCHO+0.04300*MOH+0.91800*HO2+0.65900*NO2+0.53300*PINAL+0.00700*KET+0.11900*ALD,2.0000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP31,APINP2+MO2,0.75000*HO2+0.75000*NO2+0.25000*MOH+0.75000*HCHO+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R266,LIMP1+MO2,0.25000*MOH+LIMAL+1.03000*HCHO+HO2,2.0000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP32,LIMP2+MO2,HO2+0.75000*HCHO+0.25000*MOH+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP33,LIMNP1+MO2,0.69000*VTRPN+0.91000*HCHO+0.09000*MOH+1.01000*HO2+0.31000*LIMAL+0.31000*NO2,2.0000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP34,LIMNP2+MO2,0.75000*HO2+0.75000*HCHO+0.75000*NO2+0.25000*MOH+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R267,ACO3+MO2,0.90000*HO2+0.90000*MO2+HCHO+0.10000*ORA2,2.0000E-11*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R268,RCO3+MO2,0.90000*HO2+0.90000*MO2+HCHO+0.10000*ORA2,2.0000E-11*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R269,ACTP+MO2,0.50000*HO2+0.50000*ACO3+1.50000*HCHO+0.25000*MOH+0.25000*ROH+0.12500*ORA2,7.5000E-13*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R270,MEKP+MO2,0.83400*HO2+HCHO+0.33400*DCB1+0.25000*MOH+0.25000*ROH,6.9100E-13*exp(5.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R271,KETP+MO2,HO2+0.75000*HCHO+0.50000*DCB1+0.25000*MOH+0.25000*ROH,6.9100E-13*exp(5.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R272,MACP+MO2,0.50000*HO2+0.26900*ACO3+0.50000*CO+1.66000*HCHO+0.06700*ORA2+0.25000*MO2+0.25000*MOH+0.25000*ROH,3.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R273,MCP+MO2,NO2+HO2+1.50000*HCHO+0.50000*HKET+0.25000*MOH+0.25000*ROH,3.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R274,MVKP+MO2,HO2+1.16000*ACO3+1.16000*XO2+1.50000*HCHO+1.75000*ALD+0.50000*MGLY+0.25000*MOH+0.25000*ROH+0.29200*ORA2,8.3700E-14,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R275,UALP+MO2,HO2+0.30500*CO+0.77300*HCHO+0.20300*ALD+0.52500*KET+0.13500*GLY+0.10500*MGLY+0.25000*MOH+0.25000*ROH,3.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R276,BALP+MO2,HO2+BAL1+HCHO,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R277,BAL1+MO2,HO2+BAL2+HCHO,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R278,ADDC+MO2,2.00000*HO2+HCHO+0.32000*HKET+0.68000*GLY+0.68000*OP2,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R279,MCTP+MO2,HO2+MCTO+HCHO,3.5600E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R280,ORAP+MO2,HCHO+HO2+GLY,7.5000E-13*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R281,OLNN+MO2,2.00000*HO2+HCHO+ONIT,1.6000E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R282,OLND+MO2,0.50000*HO2+0.50000*NO2+0.96500*HCHO+0.93000*ALD+0.34800*KET+0.25000*MOH+0.25000*ROH+0.50000*ONIT,9.6800E-14*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R283,ADCN+MO2,HO2+0.70000*NO2+HCHO+0.70000*GLY+0.70000*OP2+0.30000*ONIT,3.5600E-14,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R284,XO2+MO2,HO2+HCHO,5.9900E-15*exp(1.5100E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R285,ETHP+ACO3,0.50000*HO2+0.50000*MO2+ACD+0.50000*ORA2,1.0300E-12*exp(2.1100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R286,HC3P+ACO3,0.39400*HO2+0.58000*MO2+0.02600*ETHP+0.02600*XO2+0.13000*HCHO+0.27300*ALD+0.66200*KET+0.06700*GLY+0.50000*ORA2,6.9000E-13*exp(4.6000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R287,HC5P+ACO3,0.34200*HO2+0.51800*MO2+0.14000*ETHP+0.19100*XO2+0.04200*HCHO+0.38100*ALD+0.82400*KET+0.50000*ORA2,5.5900E-13*exp(5.2200E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R289,ETEP+ACO3,0.50000*HO2+0.50000*MO2+1.60000*HCHO+0.20000*ALD+0.50000*ORA2,9.4800E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
